hmdb_id	name	pubchem_id	chebi_id	kegg_id	metlin_id	lipid	smiles	exactmass	formula	inchi_key	super_class	main_class	sub_class	synonym	chem_id	comp_id	derived_feature
""	Triglycerides to total lipids ratio in large LDL			""			""			""		Relative lipoprotein lipid concentrations	Large LDL ratios	Triglycerides to total lipids ratio in large LDL; L-LDL-TG %; L_LDL_TG_pct; L-LDL-TG_%; lldltgpct			TRUE
""	Cholesterol in large VLDL			""			""			""		Lipoprotein subclasses	Large VLDL	Cholesterol in large VLDL; L-VLDL-C; L_VLDL_C; lvldlc			FALSE
""	Cholesterol to total lipids ratio in large VLDL			""			""			""		Relative lipoprotein lipid concentrations	Large VLDL ratios	Cholesterol to total lipids ratio in large VLDL; L-VLDL-C %; L_VLDL_C_pct; L-VLDL-C_%; lvldlcpct			TRUE
""	Cholesteryl esters in large VLDL			""			""			""		Lipoprotein subclasses	Large VLDL	Cholesteryl esters in large VLDL; L-VLDL-CE; L_VLDL_CE; lvldlce			FALSE
""	Cholesteryl esters to total lipids ratio in large VLDL			""			""			""		Relative lipoprotein lipid concentrations	Large VLDL ratios	Cholesteryl esters to total lipids ratio in large VLDL; L-VLDL-CE %; L_VLDL_CE_pct; L-VLDL-CE_%; lvldlcepct			TRUE
""	Free cholesterol in large VLDL			""			""			""		Lipoprotein subclasses	Large VLDL	Free cholesterol in large VLDL; L-VLDL-FC; L_VLDL_FC; lvldlfc			FALSE
""	Free cholesterol to total lipids ratio in large VLDL			""			""			""		Relative lipoprotein lipid concentrations	Large VLDL ratios	Free cholesterol to total lipids ratio in large VLDL; L-VLDL-FC %; L_VLDL_FC_pct; L-VLDL-FC_%; lvldlfcpct			TRUE
""	Total lipids in large VLDL			""			""			""		Lipoprotein subclasses	Large VLDL	Total lipids in large VLDL; L-VLDL-L; L_VLDL_L; lvldll			FALSE
""	Concentration of large VLDL particles			""			""			""		Lipoprotein subclasses	Large VLDL	Concentration of large VLDL particles; L-VLDL-P; L_VLDL_P; lvldlp			FALSE
""	Phospholipids in large VLDL			""			""			""		Lipoprotein subclasses	Large VLDL	Phospholipids in large VLDL; L-VLDL-PL; L_VLDL_PL; lvldlpl			FALSE
""	Phospholipids to total lipids ratio in large VLDL			""			""			""		Relative lipoprotein lipid concentrations	Large VLDL ratios	Phospholipids to total lipids ratio in large VLDL; L-VLDL-PL %; L_VLDL_PL_pct; L-VLDL-PL_%; lvldlplpct			TRUE
""	Triglycerides in large VLDL			""			""			""		Lipoprotein subclasses	Large VLDL	Triglycerides in large VLDL; L-VLDL-TG; L_VLDL_TG; lvldltg			FALSE
""	Triglycerides to total lipids ratio in large VLDL			""			""			""		Relative lipoprotein lipid concentrations	Large VLDL ratios	Triglycerides to total lipids ratio in large VLDL; L-VLDL-TG %; L_VLDL_TG_pct; L-VLDL-TG_%; lvldltgpct			TRUE
""	Linoleic acid			""			""			""		Fatty acids	""	Linoleic acid; LA; LA; la			FALSE
""	Ratio of linoleic acid to total fatty acids			""			""			""		Fatty acids	Fatty acid ratios	Ratio of linoleic acid to total fatty acids; LA %; LA_pct; LA/FA; lapct			TRUE
""	Lactate			""			""			""		Glycolysis related metabolites	""	Lactate; Lactate; Lactate; Lac; lactate			FALSE
""	Average diameter for LDL particles			""			""			""		Lipoprotein particle sizes	""	Average diameter for LDL particles; LDL size; LDL_size; LDL-D; ldlsize			FALSE
""	LDL cholesterol			""			""			""		Cholesterol	""	LDL cholesterol; LDL-C; LDL_C; ldlc			FALSE
""	Cholesteryl esters in LDL			""			""			""		Cholesteryl esters	""	Cholesteryl esters in LDL; LDL-CE; LDL_CE; ldlce			FALSE
""	Free cholesterol in LDL			""			""			""		Free cholesterol	""	Free cholesterol in LDL; LDL-FC; LDL_FC; ldlfc			FALSE
""	Total lipids in LDL			""			""			""		Total lipids	""	Total lipids in LDL; LDL-L; LDL_L; ldll			FALSE
""	Concentration of LDL particles			""			""			""		Lipoprotein particle concentrations	""	Concentration of LDL particles; LDL-P; LDL_P; ldlp			FALSE
""	Phospholipids in LDL			""			""			""		Phospholipids	""	Phospholipids in LDL; LDL-PL; LDL_PL; ldlpl			FALSE
""	Triglycerides in LDL			""			""			""		Triglycerides	""	Triglycerides in LDL; LDL-TG; LDL_TG; ldltg			FALSE
""	Leucine			""			""			""		Amino acids	Branched-chain amino acids	Leucine; Leu; Leu; leu			FALSE
""	Cholesterol in medium HDL			""			""			""		Lipoprotein subclasses	Medium HDL	Cholesterol in medium HDL; M-HDL-C; M_HDL_C; mhdlc			FALSE
""	Cholesterol to total lipids ratio in medium HDL			""			""			""		Relative lipoprotein lipid concentrations	Medium HDL ratios	Cholesterol to total lipids ratio in medium HDL; M-HDL-C %; M_HDL_C_pct; M-HDL-C_%; mhdlcpct			TRUE
""	Cholesteryl esters in medium HDL			""			""			""		Lipoprotein subclasses	Medium HDL	Cholesteryl esters in medium HDL; M-HDL-CE; M_HDL_CE; mhdlce			FALSE
""	Cholesteryl esters to total lipids ratio in medium HDL			""			""			""		Relative lipoprotein lipid concentrations	Medium HDL ratios	Cholesteryl esters to total lipids ratio in medium HDL; M-HDL-CE %; M_HDL_CE_pct; M-HDL-CE_%; mhdlcepct			TRUE
""	Free cholesterol in medium HDL			""			""			""		Lipoprotein subclasses	Medium HDL	Free cholesterol in medium HDL; M-HDL-FC; M_HDL_FC; mhdlfc			FALSE
""	Free cholesterol to total lipids ratio in medium HDL			""			""			""		Relative lipoprotein lipid concentrations	Medium HDL ratios	Free cholesterol to total lipids ratio in medium HDL; M-HDL-FC %; M_HDL_FC_pct; M-HDL-FC_%; mhdlfcpct			TRUE
""	Total lipids in medium HDL			""			""			""		Lipoprotein subclasses	Medium HDL	Total lipids in medium HDL; M-HDL-L; M_HDL_L; mhdll			FALSE
""	Concentration of medium HDL particles			""			""			""		Lipoprotein subclasses	Medium HDL	Concentration of medium HDL particles; M-HDL-P; M_HDL_P; mhdlp			FALSE
""	Phospholipids in medium HDL			""			""			""		Lipoprotein subclasses	Medium HDL	Phospholipids in medium HDL; M-HDL-PL; M_HDL_PL; mhdlpl			FALSE
""	Phospholipids to total lipids ratio in medium HDL			""			""			""		Relative lipoprotein lipid concentrations	Medium HDL ratios	Phospholipids to total lipids ratio in medium HDL; M-HDL-PL %; M_HDL_PL_pct; M-HDL-PL_%; mhdlplpct			TRUE
""	Triglycerides in medium HDL			""			""			""		Lipoprotein subclasses	Medium HDL	Triglycerides in medium HDL; M-HDL-TG; M_HDL_TG; mhdltg			FALSE
""	Triglycerides to total lipids ratio in medium HDL			""			""			""		Relative lipoprotein lipid concentrations	Medium HDL ratios	Triglycerides to total lipids ratio in medium HDL; M-HDL-TG %; M_HDL_TG_pct; M-HDL-TG_%; mhdltgpct			TRUE
""	Cholesterol in medium LDL			""			""			""		Lipoprotein subclasses	Medium LDL	Cholesterol in medium LDL; M-LDL-C; M_LDL_C; mldlc			FALSE
""	Cholesterol to total lipids ratio in medium LDL			""			""			""		Relative lipoprotein lipid concentrations	Medium LDL ratios	Cholesterol to total lipids ratio in medium LDL; M-LDL-C %; M_LDL_C_pct; M-LDL-C_%; mldlcpct			TRUE
""	Cholesteryl esters in medium LDL			""			""			""		Lipoprotein subclasses	Medium LDL	Cholesteryl esters in medium LDL; M-LDL-CE; M_LDL_CE; mldlce			FALSE
""	Cholesteryl esters to total lipids ratio in medium LDL			""			""			""		Relative lipoprotein lipid concentrations	Medium LDL ratios	Cholesteryl esters to total lipids ratio in medium LDL; M-LDL-CE %; M_LDL_CE_pct; M-LDL-CE_%; mldlcepct			TRUE
""	Free cholesterol in medium LDL			""			""			""		Lipoprotein subclasses	Medium LDL	Free cholesterol in medium LDL; M-LDL-FC; M_LDL_FC; mldlfc			FALSE
""	Free cholesterol to total lipids ratio in medium LDL			""			""			""		Relative lipoprotein lipid concentrations	Medium LDL ratios	Free cholesterol to total lipids ratio in medium LDL; M-LDL-FC %; M_LDL_FC_pct; M-LDL-FC_%; mldlfcpct			TRUE
""	Total lipids in medium LDL			""			""			""		Lipoprotein subclasses	Medium LDL	Total lipids in medium LDL; M-LDL-L; M_LDL_L; mldll			FALSE
""	Concentration of medium LDL particles			""			""			""		Lipoprotein subclasses	Medium LDL	Concentration of medium LDL particles; M-LDL-P; M_LDL_P; mldlp			FALSE
""	Phospholipids in medium LDL			""			""			""		Lipoprotein subclasses	Medium LDL	Phospholipids in medium LDL; M-LDL-PL; M_LDL_PL; mldlpl			FALSE
""	Phospholipids to total lipids ratio in medium LDL			""			""			""		Relative lipoprotein lipid concentrations	Medium LDL ratios	Phospholipids to total lipids ratio in medium LDL; M-LDL-PL %; M_LDL_PL_pct; M-LDL-PL_%; mldlplpct			TRUE
""	Triglycerides in medium LDL			""			""			""		Lipoprotein subclasses	Medium LDL	Triglycerides in medium LDL; M-LDL-TG; M_LDL_TG; mldltg			FALSE
""	Triglycerides to total lipids ratio in medium LDL			""			""			""		Relative lipoprotein lipid concentrations	Medium LDL ratios	Triglycerides to total lipids ratio in medium LDL; M-LDL-TG %; M_LDL_TG_pct; M-LDL-TG_%; mldltgpct			TRUE
""	Cholesterol in medium VLDL			""			""			""		Lipoprotein subclasses	Medium VLDL	Cholesterol in medium VLDL; M-VLDL-C; M_VLDL_C; mvldlc			FALSE
""	Cholesterol to total lipids ratio in medium VLDL			""			""			""		Relative lipoprotein lipid concentrations	Medium VLDL ratios	Cholesterol to total lipids ratio in medium VLDL; M-VLDL-C %; M_VLDL_C_pct; M-VLDL-C_%; mvldlcpct			TRUE
""	Cholesteryl esters in medium VLDL			""			""			""		Lipoprotein subclasses	Medium VLDL	Cholesteryl esters in medium VLDL; M-VLDL-CE; M_VLDL_CE; mvldlce			FALSE
""	Cholesteryl esters to total lipids ratio in medium VLDL			""			""			""		Relative lipoprotein lipid concentrations	Medium VLDL ratios	Cholesteryl esters to total lipids ratio in medium VLDL; M-VLDL-CE %; M_VLDL_CE_pct; M-VLDL-CE_%; mvldlcepct			TRUE
""	Free cholesterol in medium VLDL			""			""			""		Lipoprotein subclasses	Medium VLDL	Free cholesterol in medium VLDL; M-VLDL-FC; M_VLDL_FC; mvldlfc			FALSE
""	Free cholesterol to total lipids ratio in medium VLDL			""			""			""		Relative lipoprotein lipid concentrations	Medium VLDL ratios	Free cholesterol to total lipids ratio in medium VLDL; M-VLDL-FC %; M_VLDL_FC_pct; M-VLDL-FC_%; mvldlfcpct			TRUE
""	Total lipids in medium VLDL			""			""			""		Lipoprotein subclasses	Medium VLDL	Total lipids in medium VLDL; M-VLDL-L; M_VLDL_L; mvldll			FALSE
""	Concentration of medium VLDL particles			""			""			""		Lipoprotein subclasses	Medium VLDL	Concentration of medium VLDL particles; M-VLDL-P; M_VLDL_P; mvldlp			FALSE
""	Phospholipids in medium VLDL			""			""			""		Lipoprotein subclasses	Medium VLDL	Phospholipids in medium VLDL; M-VLDL-PL; M_VLDL_PL; mvldlpl			FALSE
""	Phospholipids to total lipids ratio in medium VLDL			""			""			""		Relative lipoprotein lipid concentrations	Medium VLDL ratios	Phospholipids to total lipids ratio in medium VLDL; M-VLDL-PL %; M_VLDL_PL_pct; M-VLDL-PL_%; mvldlplpct			TRUE
""	Triglycerides in medium VLDL			""			""			""		Lipoprotein subclasses	Medium VLDL	Triglycerides in medium VLDL; M-VLDL-TG; M_VLDL_TG; mvldltg			FALSE
""	Triglycerides to total lipids ratio in medium VLDL			""			""			""		Relative lipoprotein lipid concentrations	Medium VLDL ratios	Triglycerides to total lipids ratio in medium VLDL; M-VLDL-TG %; M_VLDL_TG_pct; M-VLDL-TG_%; mvldltgpct			TRUE
""	Monounsaturated fatty acids			""			""			""		Fatty acids	""	Monounsaturated fatty acids; MUFA; MUFA; mufa			FALSE
""	Ratio of monounsaturated fatty acids to total fatty acids			""			""			""		Fatty acids	Fatty acid ratios	Ratio of monounsaturated fatty acids to total fatty acids; MUFA %; MUFA_pct; MUFA/FA; mufapct			TRUE
""	Total cholesterol minus HDL-C			""			""			""		Cholesterol	""	Total cholesterol minus HDL-C; non-HDL-C; non_HDL_C; nonhdlc			FALSE
""	Omega-3 fatty acids			""			""			""		Fatty acids	""	Omega-3 fatty acids; Omega-3; Omega_3; FAw3; omega3			FALSE
""	Ratio of omega-3 fatty acids to total fatty acids			""			""			""		Fatty acids	Fatty acid ratios	Ratio of omega-3 fatty acids to total fatty acids; Omega-3 %; Omega_3_pct; FAw3/FA; omega3pct			TRUE
""	Omega-6 fatty acids			""			""			""		Fatty acids	""	Omega-6 fatty acids; Omega-6; Omega_6; FAw6; omega6			FALSE
""	Ratio of omega-6 fatty acids to total fatty acids			""			""			""		Fatty acids	Fatty acid ratios	Ratio of omega-6 fatty acids to total fatty acids; Omega-6 %; Omega_6_pct; FAw6/FA; omega6pct			TRUE
""	Ratio of omega-6 fatty acids to omega-3 fatty acids			""			""			""		Fatty acids	Fatty acid ratios	Ratio of omega-6 fatty acids to omega-3 fatty acids; Omega-6/Omega-3; Omega_6_by_Omega_3; omega6omega3			TRUE
""	Phenylalanine			""			""			""		Amino acids	Aromatic amino acids	Phenylalanine; Phe; Phe; phe			FALSE
""	Phosphatidylcholines			""			""			""		Other lipids	""	Phosphatidylcholines; Phosphatidylc; Phosphatidylc; PC; phosphatidylc			FALSE
""	Phosphoglycerides			""			""			""		Other lipids	""	Phosphoglycerides; Phosphoglyc; Phosphoglyc; TotPG; phosphoglyc			FALSE
""	Polyunsaturated fatty acids			""			""			""		Fatty acids	""	Polyunsaturated fatty acids; PUFA; PUFA; pufa			FALSE
""	Ratio of polyunsaturated fatty acids to total fatty acids			""			""			""		Fatty acids	Fatty acid ratios	Ratio of polyunsaturated fatty acids to total fatty acids; PUFA %; PUFA_pct; PUFA/FA; pufapct			TRUE
""	Ratio of polyunsaturated fatty acids to monounsaturated fatty acids			""			""			""		Fatty acids	Fatty acid ratios	Ratio of polyunsaturated fatty acids to monounsaturated fatty acids; PUFA/MUFA; PUFA_by_MUFA; pufamufa			TRUE
""	Pyruvate			""			""			""		Glycolysis related metabolites	""	Pyruvate; Pyruvate; Pyruvate; Pyr; pyruvate			FALSE
""	Remnant cholesterol (non-HDL, non-LDL -cholesterol)			""			""			""		Cholesterol	""	Remnant cholesterol (non-HDL, non-LDL -cholesterol); Remnant-C; Remnant_C; remnantc			FALSE
""	Cholesterol in small HDL			""			""			""		Lipoprotein subclasses	Small HDL	Cholesterol in small HDL; S-HDL-C; S_HDL_C; shdlc			FALSE
""	Cholesterol to total lipids ratio in small HDL			""			""			""		Relative lipoprotein lipid concentrations	Small HDL ratios	Cholesterol to total lipids ratio in small HDL; S-HDL-C %; S_HDL_C_pct; S-HDL-C_%; shdlcpct			TRUE
""	Cholesteryl esters in small HDL			""			""			""		Lipoprotein subclasses	Small HDL	Cholesteryl esters in small HDL; S-HDL-CE; S_HDL_CE; shdlce			FALSE
""	Cholesteryl esters to total lipids ratio in small HDL			""			""			""		Relative lipoprotein lipid concentrations	Small HDL ratios	Cholesteryl esters to total lipids ratio in small HDL; S-HDL-CE %; S_HDL_CE_pct; S-HDL-CE_%; shdlcepct			TRUE
""	Free cholesterol in small HDL			""			""			""		Lipoprotein subclasses	Small HDL	Free cholesterol in small HDL; S-HDL-FC; S_HDL_FC; shdlfc			FALSE
""	Free cholesterol to total lipids ratio in small HDL			""			""			""		Relative lipoprotein lipid concentrations	Small HDL ratios	Free cholesterol to total lipids ratio in small HDL; S-HDL-FC %; S_HDL_FC_pct; S-HDL-FC_%; shdlfcpct			TRUE
""	Total lipids in small HDL			""			""			""		Lipoprotein subclasses	Small HDL	Total lipids in small HDL; S-HDL-L; S_HDL_L; shdll			FALSE
""	Concentration of small HDL particles			""			""			""		Lipoprotein subclasses	Small HDL	Concentration of small HDL particles; S-HDL-P; S_HDL_P; shdlp			FALSE
""	Phospholipids in small HDL			""			""			""		Lipoprotein subclasses	Small HDL	Phospholipids in small HDL; S-HDL-PL; S_HDL_PL; shdlpl			FALSE
""	Phospholipids to total lipids ratio in small HDL			""			""			""		Relative lipoprotein lipid concentrations	Small HDL ratios	Phospholipids to total lipids ratio in small HDL; S-HDL-PL %; S_HDL_PL_pct; S-HDL-PL_%; shdlplpct			TRUE
""	Triglycerides in small HDL			""			""			""		Lipoprotein subclasses	Small HDL	Triglycerides in small HDL; S-HDL-TG; S_HDL_TG; shdltg			FALSE
""	Triglycerides to total lipids ratio in small HDL			""			""			""		Relative lipoprotein lipid concentrations	Small HDL ratios	Triglycerides to total lipids ratio in small HDL; S-HDL-TG %; S_HDL_TG_pct; S-HDL-TG_%; shdltgpct			TRUE
""	Cholesterol in small LDL			""			""			""		Lipoprotein subclasses	Small LDL	Cholesterol in small LDL; S-LDL-C; S_LDL_C; sldlc			FALSE
""	Cholesterol to total lipids ratio in small LDL			""			""			""		Relative lipoprotein lipid concentrations	Small LDL ratios	Cholesterol to total lipids ratio in small LDL; S-LDL-C %; S_LDL_C_pct; S-LDL-C_%; sldlcpct			TRUE
""	Cholesteryl esters in small LDL			""			""			""		Lipoprotein subclasses	Small LDL	Cholesteryl esters in small LDL; S-LDL-CE; S_LDL_CE; sldlce			FALSE
""	Cholesteryl esters to total lipids ratio in small LDL			""			""			""		Relative lipoprotein lipid concentrations	Small LDL ratios	Cholesteryl esters to total lipids ratio in small LDL; S-LDL-CE %; S_LDL_CE_pct; S-LDL-CE_%; sldlcepct			TRUE
""	Free cholesterol in small LDL			""			""			""		Lipoprotein subclasses	Small LDL	Free cholesterol in small LDL; S-LDL-FC; S_LDL_FC; sldlfc			FALSE
""	Free cholesterol to total lipids ratio in small LDL			""			""			""		Relative lipoprotein lipid concentrations	Small LDL ratios	Free cholesterol to total lipids ratio in small LDL; S-LDL-FC %; S_LDL_FC_pct; S-LDL-FC_%; sldlfcpct			TRUE
""	Total lipids in small LDL			""			""			""		Lipoprotein subclasses	Small LDL	Total lipids in small LDL; S-LDL-L; S_LDL_L; sldll			FALSE
""	Concentration of small LDL particles			""			""			""		Lipoprotein subclasses	Small LDL	Concentration of small LDL particles; S-LDL-P; S_LDL_P; sldlp			FALSE
""	Phospholipids in small LDL			""			""			""		Lipoprotein subclasses	Small LDL	Phospholipids in small LDL; S-LDL-PL; S_LDL_PL; sldlpl			FALSE
""	Phospholipids to total lipids ratio in small LDL			""			""			""		Relative lipoprotein lipid concentrations	Small LDL ratios	Phospholipids to total lipids ratio in small LDL; S-LDL-PL %; S_LDL_PL_pct; S-LDL-PL_%; sldlplpct			TRUE
""	Triglycerides in small LDL			""			""			""		Lipoprotein subclasses	Small LDL	Triglycerides in small LDL; S-LDL-TG; S_LDL_TG; sldltg			FALSE
""	Triglycerides to total lipids ratio in small LDL			""			""			""		Relative lipoprotein lipid concentrations	Small LDL ratios	Triglycerides to total lipids ratio in small LDL; S-LDL-TG %; S_LDL_TG_pct; S-LDL-TG_%; sldltgpct			TRUE
""	Cholesterol in small VLDL			""			""			""		Lipoprotein subclasses	Small VLDL	Cholesterol in small VLDL; S-VLDL-C; S_VLDL_C; svldlc			FALSE
""	Cholesterol to total lipids ratio in small VLDL			""			""			""		Relative lipoprotein lipid concentrations	Small VLDL ratios	Cholesterol to total lipids ratio in small VLDL; S-VLDL-C %; S_VLDL_C_pct; S-VLDL-C_%; svldlcpct			TRUE
""	Cholesteryl esters in small VLDL			""			""			""		Lipoprotein subclasses	Small VLDL	Cholesteryl esters in small VLDL; S-VLDL-CE; S_VLDL_CE; svldlce			FALSE
""	Cholesteryl esters to total lipids ratio in small VLDL			""			""			""		Relative lipoprotein lipid concentrations	Small VLDL ratios	Cholesteryl esters to total lipids ratio in small VLDL; S-VLDL-CE %; S_VLDL_CE_pct; S-VLDL-CE_%; svldlcepct			TRUE
""	Free cholesterol in small VLDL			""			""			""		Lipoprotein subclasses	Small VLDL	Free cholesterol in small VLDL; S-VLDL-FC; S_VLDL_FC; svldlfc			FALSE
""	Free cholesterol to total lipids ratio in small VLDL			""			""			""		Relative lipoprotein lipid concentrations	Small VLDL ratios	Free cholesterol to total lipids ratio in small VLDL; S-VLDL-FC %; S_VLDL_FC_pct; S-VLDL-FC_%; svldlfcpct			TRUE
""	Total lipids in small VLDL			""			""			""		Lipoprotein subclasses	Small VLDL	Total lipids in small VLDL; S-VLDL-L; S_VLDL_L; svldll			FALSE
""	Concentration of small VLDL particles			""			""			""		Lipoprotein subclasses	Small VLDL	Concentration of small VLDL particles; S-VLDL-P; S_VLDL_P; svldlp			FALSE
""	Phospholipids in small VLDL			""			""			""		Lipoprotein subclasses	Small VLDL	Phospholipids in small VLDL; S-VLDL-PL; S_VLDL_PL; svldlpl			FALSE
""	Phospholipids to total lipids ratio in small VLDL			""			""			""		Relative lipoprotein lipid concentrations	Small VLDL ratios	Phospholipids to total lipids ratio in small VLDL; S-VLDL-PL %; S_VLDL_PL_pct; S-VLDL-PL_%; svldlplpct			TRUE
""	Triglycerides in small VLDL			""			""			""		Lipoprotein subclasses	Small VLDL	Triglycerides in small VLDL; S-VLDL-TG; S_VLDL_TG; svldltg			FALSE
""	Triglycerides to total lipids ratio in small VLDL			""			""			""		Relative lipoprotein lipid concentrations	Small VLDL ratios	Triglycerides to total lipids ratio in small VLDL; S-VLDL-TG %; S_VLDL_TG_pct; S-VLDL-TG_%; svldltgpct			TRUE
""	Saturated fatty acids			""			""			""		Fatty acids	""	Saturated fatty acids; SFA; SFA; sfa			FALSE
""	Ratio of saturated fatty acids to total fatty acids			""			""			""		Fatty acids	Fatty acid ratios	Ratio of saturated fatty acids to total fatty acids; SFA %; SFA_pct; SFA/FA; sfapct			TRUE
""	Sphingomyelins			""			""			""		Other lipids	""	Sphingomyelins; Sphingomyelins; Sphingomyelins; SM; sphingomyelins			FALSE
""	Ratio of triglycerides to phosphoglycerides			""			""			""		Other lipids	""	Ratio of triglycerides to phosphoglycerides; TG/PG; TG_by_PG; tgpg			TRUE
""	Total concentration of branched-chain amino acids (leucine + isoleucine + valine)			""			""			""		Amino acids	Branched-chain amino acids	Total concentration of branched-chain amino acids (leucine + isoleucine + valine); Total BCAA; Total_BCAA; totalbcaa			FALSE
""	Total cholesterol			""			""			""		Cholesterol	""	Total cholesterol; Total-C; Total_C; Serum-C; totalc			FALSE
""	Total esterified cholesterol			""			""			""		Cholesteryl esters	""	Total esterified cholesterol; Total-CE; Total_CE; EstC; totalce			FALSE
""	Total fatty acids			""			""			""		Fatty acids	""	Total fatty acids; Total-FA; Total_FA; TotFA; totalfa			FALSE
""	Total free cholesterol			""			""			""		Free cholesterol	""	Total free cholesterol; Total-FC; Total_FC; FreeC; totalfc			FALSE
""	Total lipids in lipoprotein particles			""			""			""		Total lipids	""	Total lipids in lipoprotein particles; Total-L; Total_L; totall			FALSE
""	Total concentration of lipoprotein particles			""			""			""		Lipoprotein particle concentrations	""	Total concentration of lipoprotein particles; Total-P; Total_P; totalp			FALSE
""	Total phospholipids in lipoprotein particles			""			""			""		Phospholipids	""	Total phospholipids in lipoprotein particles; Total-PL; Total_PL; totalpl			FALSE
""	Total triglycerides			""			""			""		Triglycerides	""	Total triglycerides; Total-TG; Total_TG; Serum-TG; totaltg			FALSE
""	Tyrosine			""			""			""		Amino acids	Aromatic amino acids	Tyrosine; Tyr; Tyr; tyr			FALSE
""	Degree of unsaturation			""			""			""		Fatty acids	""	Degree of unsaturation; Unsaturation; Unsaturation; UnSat; unsaturation			FALSE
""	Valine			""			""			""		Amino acids	Branched-chain amino acids	Valine; Val; Val; val			FALSE
""	Average diameter for VLDL particles			""			""			""		Lipoprotein particle sizes	""	Average diameter for VLDL particles; VLDL size; VLDL_size; VLDL-D; vldlsize			FALSE
""	VLDL cholesterol			""			""			""		Cholesterol	""	VLDL cholesterol; VLDL-C; VLDL_C; vldlc			FALSE
""	Cholesteryl esters in VLDL			""			""			""		Cholesteryl esters	""	Cholesteryl esters in VLDL; VLDL-CE; VLDL_CE; vldlce			FALSE
""	Free cholesterol in VLDL			""			""			""		Free cholesterol	""	Free cholesterol in VLDL; VLDL-FC; VLDL_FC; vldlfc			FALSE
""	Total lipids in VLDL			""			""			""		Total lipids	""	Total lipids in VLDL; VLDL-L; VLDL_L; vldll			FALSE
""	Concentration of VLDL particles			""			""			""		Lipoprotein particle concentrations	""	Concentration of VLDL particles; VLDL-P; VLDL_P; vldlp			FALSE
""	Phospholipids in VLDL			""			""			""		Phospholipids	""	Phospholipids in VLDL; VLDL-PL; VLDL_PL; vldlpl			FALSE
""	Triglycerides in VLDL			""			""			""		Triglycerides	""	Triglycerides in VLDL; VLDL-TG; VLDL_TG; vldltg			FALSE
""	Cholesterol in very large HDL			""			""			""		Lipoprotein subclasses	Very large HDL	Cholesterol in very large HDL; XL-HDL-C; XL_HDL_C; xlhdlc			FALSE
""	Cholesterol to total lipids ratio in very large HDL			""			""			""		Relative lipoprotein lipid concentrations	Very large HDL ratios	Cholesterol to total lipids ratio in very large HDL; XL-HDL-C %; XL_HDL_C_pct; XL-HDL-C_%; xlhdlcpct			TRUE
""	Cholesteryl esters in very large HDL			""			""			""		Lipoprotein subclasses	Very large HDL	Cholesteryl esters in very large HDL; XL-HDL-CE; XL_HDL_CE; xlhdlce			FALSE
""	Cholesteryl esters to total lipids ratio in very large HDL			""			""			""		Relative lipoprotein lipid concentrations	Very large HDL ratios	Cholesteryl esters to total lipids ratio in very large HDL; XL-HDL-CE %; XL_HDL_CE_pct; XL-HDL-CE_%; xlhdlcepct			TRUE
""	Free cholesterol in very large HDL			""			""			""		Lipoprotein subclasses	Very large HDL	Free cholesterol in very large HDL; XL-HDL-FC; XL_HDL_FC; xlhdlfc			FALSE
""	Free cholesterol to total lipids ratio in very large HDL			""			""			""		Relative lipoprotein lipid concentrations	Very large HDL ratios	Free cholesterol to total lipids ratio in very large HDL; XL-HDL-FC %; XL_HDL_FC_pct; XL-HDL-FC_%; xlhdlfcpct			TRUE
""	Total lipids in very large HDL			""			""			""		Lipoprotein subclasses	Very large HDL	Total lipids in very large HDL; XL-HDL-L; XL_HDL_L; xlhdll			FALSE
""	Concentration of very large HDL particles			""			""			""		Lipoprotein subclasses	Very large HDL	Concentration of very large HDL particles; XL-HDL-P; XL_HDL_P; xlhdlp			FALSE
""	Phospholipids in very large HDL			""			""			""		Lipoprotein subclasses	Very large HDL	Phospholipids in very large HDL; XL-HDL-PL; XL_HDL_PL; xlhdlpl			FALSE
""	Phospholipids to total lipids ratio in very large HDL			""			""			""		Relative lipoprotein lipid concentrations	Very large HDL ratios	Phospholipids to total lipids ratio in very large HDL; XL-HDL-PL %; XL_HDL_PL_pct; XL-HDL-PL_%; xlhdlplpct			TRUE
""	Triglycerides in very large HDL			""			""			""		Lipoprotein subclasses	Very large HDL	Triglycerides in very large HDL; XL-HDL-TG; XL_HDL_TG; xlhdltg			FALSE
""	Triglycerides to total lipids ratio in very large HDL			""			""			""		Relative lipoprotein lipid concentrations	Very large HDL ratios	Triglycerides to total lipids ratio in very large HDL; XL-HDL-TG %; XL_HDL_TG_pct; XL-HDL-TG_%; xlhdltgpct			TRUE
""	Cholesterol in very large VLDL			""			""			""		Lipoprotein subclasses	Very large VLDL	Cholesterol in very large VLDL; XL-VLDL-C; XL_VLDL_C; xlvldlc			FALSE
""	Cholesterol to total lipids ratio in very large VLDL			""			""			""		Relative lipoprotein lipid concentrations	Very large VLDL ratios	Cholesterol to total lipids ratio in very large VLDL; XL-VLDL-C %; XL_VLDL_C_pct; XL-VLDL-C_%; xlvldlcpct			TRUE
""	Cholesteryl esters in very large VLDL			""			""			""		Lipoprotein subclasses	Very large VLDL	Cholesteryl esters in very large VLDL; XL-VLDL-CE; XL_VLDL_CE; xlvldlce			FALSE
