hmdb_id	name	pubchem_id	chebi_id	kegg_id	metlin_id	lipid	smiles	exactmass	formula	inchi_key	super_class	main_class	sub_class	synonym	chem_id	comp_id	derived_feature
HMDB00211	myo-inositol			""			""			""		Lipid	Inositol Metabolism	myo-inositol	363	1124	FALSE
HMDB00806	myristate (14:0)			""			""			""		Lipid	Long Chain Fatty Acid	myristate (14:0)	519	1365	FALSE
HMDB02000	myristoleate (14:1n5)			""			""			""		Lipid	Long Chain Fatty Acid	myristoleate (14:1n5)	100001198	32418	FALSE
""	myristoleoylcarnitine (C14:1)*			""			""			""		Lipid	Fatty Acid Metabolism(Acyl Carnitine)	myristoleoylcarnitine (C14:1)*	100006051	48182	FALSE
HMDB12085	myristoyl dihydrosphingomyelin (d18:0/14:0)*			""			""			""		Lipid	Dihydrosphingomyelins	myristoyl dihydrosphingomyelin (d18:0/14:0)*	100009038	57365	FALSE
""	myristoyl-linoleoyl-glycerol (14:0/18:2) [1]*			""			""			""		Lipid	Diacylglycerol	myristoyl-linoleoyl-glycerol (14:0/18:2) [1]*	100015683	57407	FALSE
""	myristoyl-linoleoyl-glycerol (14:0/18:2) [2]*			""			""			""		Lipid	Diacylglycerol	myristoyl-linoleoyl-glycerol (14:0/18:2) [2]*	100015684	57408	FALSE
HMDB05066	myristoylcarnitine (C14)			""			""			""		Lipid	Fatty Acid Metabolism(Acyl Carnitine)	myristoylcarnitine (C14)	100001270	33952	FALSE
""	N,N,N-trimethyl-5-aminovalerate			""			""			""		Amino Acid	Lysine Metabolism	N,N,N-trimethyl-5-aminovalerate	100015962	57687	FALSE
HMDB00439	N-(2-furoyl)glycine			""			""			""		Xenobiotics	Food Component/Plant	N-(2-furoyl)glycine	100001086	31536	FALSE
HMDB59745	N-acetyl-2-aminooctanoate*			""			""			""		Lipid	Fatty Acid, Amino	N-acetyl-2-aminooctanoate*	100020204	62059	FALSE
""	N-acetyl-3-methylhistidine*			""			""			""		Amino Acid	Histidine Metabolism	N-acetyl-3-methylhistidine*	100002204	43256	FALSE
""	N-acetyl-beta-alanine			""			""			""		Nucleotide	Pyrimidine Metabolism, Uracil containing	N-acetyl-beta-alanine	100002102	37432	FALSE
""	N-acetyl-isoputreanine*			""			""			""		Amino Acid	Polyamine Metabolism	N-acetyl-isoputreanine*	100020487	62309	FALSE
HMDB00766	N-acetylalanine			""			""			""		Amino Acid	Alanine and Aspartate Metabolism	N-acetylalanine	1110	1585	FALSE
""	N-acetylalliin			""			""			""		Xenobiotics	Food Component/Plant	N-acetylalliin	100005367	45404	FALSE
HMDB04620	N-acetylarginine			""			""			""		Amino Acid	Urea cycle; Arginine and Proline Metabolism	N-acetylarginine	100001266	33953	FALSE
HMDB06028	N-acetylasparagine			""			""			""		Amino Acid	Alanine and Aspartate Metabolism	N-acetylasparagine	100001257	33942	FALSE
HMDB00812	N-acetylaspartate (NAA)			""			""			""		Amino Acid	Alanine and Aspartate Metabolism	N-acetylaspartate (NAA)	100000787	22185	FALSE
HMDB12881	N-acetylcarnosine			""			""			""		Amino Acid	Histidine Metabolism	N-acetylcarnosine	100004046	43488	FALSE
HMDB00856	N-acetylcitrulline			""			""			""		Amino Acid	Urea cycle; Arginine and Proline Metabolism	N-acetylcitrulline	100001577	48434	FALSE
HMDB00215	N-acetylglucosamine/N-acetylgalactosamine			""			""			""		Carbohydrate	Aminosugar Metabolism	N-acetylglucosamine/N-acetylgalactosamine	100006435	46539	FALSE
HMDB01138	N-acetylglutamate			""			""			""		Amino Acid	Glutamate Metabolism	N-acetylglutamate	100000282	15720	FALSE
HMDB06029	N-acetylglutamine			""			""			""		Amino Acid	Glutamate Metabolism	N-acetylglutamine	100001253	33943	FALSE
HMDB00532	N-acetylglycine			""			""			""		Amino Acid	Glycine, Serine and Threonine Metabolism	N-acetylglycine	100001006	27710	FALSE
HMDB32055	N-acetylhistidine			""			""			""		Amino Acid	Histidine Metabolism	N-acetylhistidine	100001293	33946	FALSE
HMDB61684	N-acetylisoleucine			""			""			""		Amino Acid	Leucine, Isoleucine and Valine Metabolism	N-acetylisoleucine	100001276	33967	FALSE
""	N-acetylkynurenine (2)			""			""			""		Amino Acid	Tryptophan Metabolism	N-acetylkynurenine (2)	100006378	48757	FALSE
HMDB11756	N-acetylleucine			""			""			""		Amino Acid	Leucine, Isoleucine and Valine Metabolism	N-acetylleucine	1082	1587	FALSE
HMDB11745	N-acetylmethionine			""			""			""		Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	N-acetylmethionine	1083	1589	FALSE
HMDB00230	N-acetylneuraminate			""			""			""		Carbohydrate	Aminosugar Metabolism	N-acetylneuraminate	1162	32377	FALSE
HMDB00512	N-acetylphenylalanine			""			""			""		Amino Acid	Phenylalanine Metabolism	N-acetylphenylalanine	100001256	33950	FALSE
""	N-acetylproline			""			""			""		Amino Acid	Urea cycle; Arginine and Proline Metabolism	N-acetylproline	100001334	34387	FALSE
HMDB02064	N-acetylputrescine			""			""			""		Amino Acid	Polyamine Metabolism	N-acetylputrescine	192	37496	FALSE
HMDB02931	N-acetylserine			""			""			""		Amino Acid	Glycine, Serine and Threonine Metabolism	N-acetylserine	100001851	37076	FALSE
""	N-acetyltaurine			""			""			""		Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	N-acetyltaurine	100005466	48187	FALSE
""	N-acetyltheanine			""			""			""		Xenobiotics	Food Component/Plant	N-acetyltheanine	100020514	62711	FALSE
""	N-acetylthreonine			""			""			""		Amino Acid	Glycine, Serine and Threonine Metabolism	N-acetylthreonine	100001274	33939	FALSE
HMDB13713	N-acetyltryptophan			""			""			""		Amino Acid	Tryptophan Metabolism	N-acetyltryptophan	100001254	33959	FALSE
HMDB00866	N-acetyltyrosine			""			""			""		Amino Acid	Tyrosine Metabolism	N-acetyltyrosine	100001104	32390	FALSE
HMDB11757	N-acetylvaline			""			""			""		Amino Acid	Leucine, Isoleucine and Valine Metabolism	N-acetylvaline	1084	1591	FALSE
""	N-carbamoylalanine			""			""			""		Amino Acid	Alanine and Aspartate Metabolism	N-carbamoylalanine	100006369	52340	FALSE
""	N-delta-acetylornithine			""			""			""		Amino Acid	Urea cycle; Arginine and Proline Metabolism	N-delta-acetylornithine	100004523	43249	FALSE
HMDB61007	N-desmethyl tramadol			""			""			""		Xenobiotics	Drug - Analgesics, Anesthetics	N-desmethyl tramadol	100006384	52355	FALSE
HMDB04089	N-formylanthranilic acid			""			""			""		Amino Acid	Tryptophan Metabolism	N-formylanthranilic acid	100004561	43549	FALSE
HMDB01015	N-formylmethionine			""			""			""		Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	N-formylmethionine	194	2829	FALSE
""	N-formylphenylalanine			""			""			""		Amino Acid	Tyrosine Metabolism	N-formylphenylalanine	100006056	48433	FALSE
""	N-methylpipecolate			""			""			""		Xenobiotics	Bacterial/Fungal	N-methylpipecolate	100005383	47101	FALSE
""	N-methylproline			""			""			""		Amino Acid	Urea cycle; Arginine and Proline Metabolism	N-methylproline	100001956	37431	FALSE
""	N-methyltaurine			""			""			""		Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	N-methyltaurine	100004056	42989	FALSE
""	N-nervonoyl-hexadecasphingosine (d16:1/24:1)*			""			""			""		Lipid	Ceramides	N-nervonoyl-hexadecasphingosine (d16:1/24:1)*	100015725	57435	FALSE
""	N-oleoylserine			""			""			""		Lipid	Endocannabinoid	N-oleoylserine	100015641	57664	FALSE
""	N-oleoyltaurine			""			""			""		Lipid	Endocannabinoid	N-oleoyltaurine	100003119	39732	FALSE
""	N-palmitoyl-heptadecasphingosine (d17:1/16:0)*			""			""			""		Lipid	Ceramides	N-palmitoyl-heptadecasphingosine (d17:1/16:0)*	100015731	57430	FALSE
""	N-palmitoyl-sphingadienine (d18:2/16:0)*			""			""			""		Lipid	Ceramides	N-palmitoyl-sphingadienine (d18:2/16:0)*	100015609	57416	FALSE
HMDB11760	N-palmitoyl-sphinganine (d18:0/16:0)			""			""			""		Lipid	Dihydroceramides	N-palmitoyl-sphinganine (d18:0/16:0)	100009028	52604	FALSE
HMDB04949	N-palmitoyl-sphingosine (d18:1/16:0)			""			""			""		Lipid	Ceramides	N-palmitoyl-sphingosine (d18:1/16:0)	1518	44877	FALSE
HMDB13034	N-palmitoylglycine			""			""			""		Lipid	Fatty Acid Metabolism(Acyl Glycine)	N-palmitoylglycine	100003686	42092	FALSE
""	N-stearoyl-sphingadienine (d18:2/18:0)*			""			""			""		Lipid	Ceramides	N-stearoyl-sphingadienine (d18:2/18:0)*	100015632	57417	FALSE
""	N-stearoyl-sphinganine (d18:0/18:0)*			""			""			""		Lipid	Dihydroceramides	N-stearoyl-sphinganine (d18:0/18:0)*	922	1759	FALSE
HMDB04950	N-stearoyl-sphingosine (d18:1/18:0)*			""			""			""		Lipid	Ceramides	N-stearoyl-sphingosine (d18:1/18:0)*	1547	54979	FALSE
""	N-stearoylserine*			""			""			""		Lipid	Endocannabinoid	N-stearoylserine*	100019957	61822	FALSE
""	N-stearoyltaurine			""			""			""		Lipid	Endocannabinoid	N-stearoyltaurine	100003240	39730	FALSE
HMDB04193	N1-Methyl-2-pyridone-5-carboxamide			""			""			""		Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	N1-Methyl-2-pyridone-5-carboxamide	100001468	40469	FALSE
HMDB03331	N1-methyladenosine			""			""			""		Nucleotide	Purine Metabolism, Adenine containing	N1-methyladenosine	1242	15650	FALSE
HMDB02721	N1-methylinosine			""			""			""		Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	N1-methylinosine	100001409	48351	FALSE
HMDB04824	N2,N2-dimethylguanosine			""			""			""		Nucleotide	Purine Metabolism, Guanine containing	N2,N2-dimethylguanosine	100001412	35137	FALSE
""	N2,N5-diacetylornithine			""			""			""		Amino Acid	Urea cycle; Arginine and Proline Metabolism	N2,N5-diacetylornithine	100004575	43591	FALSE
HMDB05862	N2-methylguanosine			""			""			""		Nucleotide	Purine Metabolism, Guanine containing	N2-methylguanosine	100001467	35133	FALSE
HMDB05923	N4-acetylcytidine			""			""			""		Nucleotide	Pyrimidine Metabolism, Cytidine containing	N4-acetylcytidine	100001413	35130	FALSE
HMDB01325	N6,N6,N6-trimethyllysine			""			""			""		Amino Acid	Lysine Metabolism	N6,N6,N6-trimethyllysine	189	1498	FALSE
HMDB00206	N6-acetyllysine			""			""			""		Amino Acid	Lysine Metabolism	N6-acetyllysine	100001734	36752	FALSE
HMDB41623	N6-carbamoylthreonyladenosine			""			""			""		Nucleotide	Purine Metabolism, Adenine containing	N6-carbamoylthreonyladenosine	100001415	35157	FALSE
HMDB00912	N6-succinyladenosine			""			""			""		Nucleotide	Purine Metabolism, Adenine containing	N6-succinyladenosine	100001664	48130	FALSE
HMDB01923	naproxen			""			""			""		Xenobiotics	Drug - Analgesics, Anesthetics	naproxen	1384	12122	FALSE
HMDB02368	nervonate (24:1n9)*			""			""			""		Lipid	Long Chain Fatty Acid	nervonate (24:1n9)*	100001231	52674	FALSE
""	nervonoylcarnitine (C24:1)*			""			""			""		Lipid	Fatty Acid Metabolism(Acyl Carnitine)	nervonoylcarnitine (C24:1)*	100015846	57531	FALSE
HMDB01406	nicotinamide			""			""			""		Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	nicotinamide	432	594	FALSE
""	nifedipine			""			""			""		Xenobiotics	Drug - Cardiovascular	nifedipine	100001514	34598	FALSE
HMDB02007	nisinate (24:6n3)			""			""			""		Lipid	Polyunsaturated Fatty Acid (n3 and n6)	nisinate (24:6n3)	100015785	57810	FALSE
HMDB00772	nonadecanoate (19:0)			""			""			""		Lipid	Long Chain Fatty Acid	nonadecanoate (19:0)	892	1356	FALSE
""	o-cresol sulfate			""			""			""		Xenobiotics	Benzoate Metabolism	o-cresol sulfate	100001806	36845	FALSE
HMDB60997	O-desmethyltramadol			""			""			""		Xenobiotics	Drug - Analgesics, Anesthetics	O-desmethyltramadol	100006382	53239	FALSE
""	O-desmethyltramadol glucuronide			""			""			""		Xenobiotics	Drug - Analgesics, Anesthetics	O-desmethyltramadol glucuronide	100006383	52357	FALSE
HMDB60532	O-desmethylvenlafaxine			""			""			""		Xenobiotics	Drug - Psychoactive	O-desmethylvenlafaxine	100004173	43334	FALSE
""	o-hydroxyatorvastatin			""			""			""		Xenobiotics	Drug - Metabolic	o-hydroxyatorvastatin	100005933	47883	FALSE
""	O-sulfo-L-tyrosine			""			""			""		Xenobiotics	Chemical	O-sulfo-L-tyrosine	100005384	45413	FALSE
""	octadecadienedioate (C18:2-DC)*			""			""			""		Lipid	Fatty Acid, Dicarboxylate	octadecadienedioate (C18:2-DC)*	100019982	61860	FALSE
HMDB00782	octadecanedioate (C18-DC)			""			""			""		Lipid	Fatty Acid, Dicarboxylate	octadecanedioate (C18-DC)	100001615	36754	FALSE
""	octadecanedioylcarnitine (C18-DC)*			""			""			""		Lipid	Fatty Acid Metabolism(Acyl Carnitine)	octadecanedioylcarnitine (C18-DC)*	100005998	61867	FALSE
""	octadecenedioate (C18:1-DC)*			""			""			""		Lipid	Fatty Acid, Dicarboxylate	octadecenedioate (C18:1-DC)*	100019978	61861	FALSE
""	octadecenedioylcarnitine (C18:1-DC)*			""			""			""		Lipid	Fatty Acid Metabolism(Acyl Carnitine)	octadecenedioylcarnitine (C18:1-DC)*	100005996	61865	FALSE
HMDB00791	octanoylcarnitine (C8)			""			""			""		Lipid	Fatty Acid Metabolism(Acyl Carnitine)	octanoylcarnitine (C8)	100001247	33936	FALSE
""	oleate/vaccenate (18:1)			""			""			""		Lipid	Long Chain Fatty Acid	oleate/vaccenate (18:1)	100008930	52285	FALSE
HMDB07228	oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*			""			""			""		Lipid	Diacylglycerol	oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*	100010936	54960	FALSE
HMDB07228	oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*			""			""			""		Lipid	Diacylglycerol	oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*	100010937	54961	FALSE
HMDB07220	oleoyl-linolenoyl-glycerol (18:1/18:3) [2]*			""			""			""		Lipid	Diacylglycerol	oleoyl-linolenoyl-glycerol (18:1/18:3) [2]*	100010944	54970	FALSE
HMDB07219	oleoyl-linoleoyl-glycerol (18:1/18:2) [1]			""			""			""		Lipid	Diacylglycerol	oleoyl-linoleoyl-glycerol (18:1/18:2) [1]	100002989	46798	FALSE
HMDB07219	oleoyl-linoleoyl-glycerol (18:1/18:2) [2]			""			""			""		Lipid	Diacylglycerol	oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	100002990	46799	FALSE
HMDB07218	oleoyl-oleoyl-glycerol (18:1/18:1)  [1]*			""			""			""		Lipid	Diacylglycerol	oleoyl-oleoyl-glycerol (18:1/18:1)  [1]*	100010918	54945	FALSE
HMDB07218	oleoyl-oleoyl-glycerol (18:1/18:1) [2]*			""			""			""		Lipid	Diacylglycerol	oleoyl-oleoyl-glycerol (18:1/18:1) [2]*	100010919	54946	FALSE
HMDB05065	oleoylcarnitine (C18:1)			""			""			""		Lipid	Fatty Acid Metabolism(Acyl Carnitine)	oleoylcarnitine (C18:1)	100001501	35160	FALSE
""	oleoylcholine			""			""			""		Lipid	Fatty Acid Metabolism (Acyl Choline)	oleoylcholine	100009331	53260	FALSE
HMDB01913	omeprazole			""			""			""		Xenobiotics	Drug - Gastrointestinal	omeprazole	100002725	38600	FALSE
HMDB03374	ornithine			""			""			""		Amino Acid	Urea cycle; Arginine and Proline Metabolism	ornithine	444	1493	FALSE
HMDB00226	orotate			""			""			""		Nucleotide	Pyrimidine Metabolism, Orotate containing	orotate	445	1505	FALSE
HMDB00788	orotidine			""			""			""		Nucleotide	Pyrimidine Metabolism, Orotate containing	orotidine	100001416	35172	FALSE
HMDB02329	oxalate (ethanedioate)			""			""			""		Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	oxalate (ethanedioate)	100000841	20694	FALSE
HMDB00786	oxypurinol			""			""			""		Xenobiotics	Drug - Metabolic	oxypurinol	100002489	41726	FALSE
HMDB11686	p-cresol glucuronide*			""			""			""		Amino Acid	Tyrosine Metabolism	p-cresol glucuronide*	100006191	48841	FALSE
HMDB11635	p-cresol sulfate			""			""			""		Xenobiotics	Benzoate Metabolism	p-cresol sulfate	100001315	36103	FALSE
""	p-hydroxyatorvastatin			""			""			""		Xenobiotics	Drug - Metabolic	p-hydroxyatorvastatin	100005939	47881	FALSE
HMDB00220	palmitate (16:0)			""			""			""		Lipid	Long Chain Fatty Acid	palmitate (16:0)	424	1336	FALSE
HMDB03229	palmitoleate (16:1n7)			""			""			""		Lipid	Long Chain Fatty Acid	palmitoleate (16:1n7)	452	33447	FALSE
""	palmitoleoyl-arachidonoyl-glycerol (16:1/20:4) [2]*			""			""			""		Lipid	Diacylglycerol	palmitoleoyl-arachidonoyl-glycerol (16:1/20:4) [2]*	100015681	57406	FALSE
HMDB07132	palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*			""			""			""		Lipid	Diacylglycerol	palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*	100010930	54967	FALSE
HMDB07131	palmitoleoyl-oleoyl-glycerol (16:1/18:1) [1]*			""			""			""		Lipid	Diacylglycerol	palmitoleoyl-oleoyl-glycerol (16:1/18:1) [1]*	100009053	52632	FALSE
""	palmitoleoyl-oleoyl-glycerol (16:1/18:1) [2]*			""			""			""		Lipid	Diacylglycerol	palmitoleoyl-oleoyl-glycerol (16:1/18:1) [2]*	100009054	52631	FALSE
""	palmitoleoylcarnitine (C16:1)*			""			""			""		Lipid	Fatty Acid Metabolism(Acyl Carnitine)	palmitoleoylcarnitine (C16:1)*	100009406	53223	FALSE
""	palmitoloelycholine			""			""			""		Lipid	Fatty Acid Metabolism (Acyl Choline)	palmitoloelycholine	100009334	53257	FALSE
""	palmitoyl dihydrosphingomyelin (d18:0/16:0)*			""			""			""		Lipid	Dihydrosphingomyelins	palmitoyl dihydrosphingomyelin (d18:0/16:0)*	100008954	52434	FALSE
""	palmitoyl sphingomyelin (d18:1/16:0)			""			""			""		Lipid	Sphingomyelins	palmitoyl sphingomyelin (d18:1/16:0)	100002107	37506	FALSE
HMDB07112	palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*			""			""			""		Lipid	Diacylglycerol	palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*	100010924	54957	FALSE
HMDB07112	palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*			""			""			""		Lipid	Diacylglycerol	palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*	100010925	54958	FALSE
HMDB07121	palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*			""			""			""		Lipid	Diacylglycerol	palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*	100015618	57373	FALSE
HMDB07105	palmitoyl-linolenoyl-glycerol (16:0/18:3) [2]*			""			""			""		Lipid	Diacylglycerol	palmitoyl-linolenoyl-glycerol (16:0/18:3) [2]*	100010939	54965	FALSE
HMDB07103	palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*			""			""			""		Lipid	Diacylglycerol	palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*	100009052	52633	FALSE
HMDB07103	palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*			""			""			""		Lipid	Diacylglycerol	palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*	100009055	52634	FALSE
""	palmitoyl-myristoyl-glycerol (16:0/14:0) [1]*			""			""			""		Lipid	Diacylglycerol	palmitoyl-myristoyl-glycerol (16:0/14:0) [1]*	100015682	61709	FALSE
HMDB07095	palmitoyl-myristoyl-glycerol (16:0/14:0) [2]			""			""			""		Lipid	Diacylglycerol	palmitoyl-myristoyl-glycerol (16:0/14:0) [2]	100015610	57364	FALSE
HMDB07102	palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*			""			""			""		Lipid	Diacylglycerol	palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*	100010916	54943	FALSE
HMDB07102	palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*			""			""			""		Lipid	Diacylglycerol	palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*	100010917	54942	FALSE
HMDB07098	palmitoyl-palmitoyl-glycerol (16:0/16:0) [1]*			""			""			""		Lipid	Diacylglycerol	palmitoyl-palmitoyl-glycerol (16:0/16:0) [1]*	100010947	54991	FALSE
HMDB07098	palmitoyl-palmitoyl-glycerol (16:0/16:0) [2]*			""			""			""		Lipid	Diacylglycerol	palmitoyl-palmitoyl-glycerol (16:0/16:0) [2]*	100010948	54990	FALSE
HMDB00222	palmitoylcarnitine (C16)			""			""			""		Lipid	Fatty Acid Metabolism(Acyl Carnitine)	palmitoylcarnitine (C16)	100000776	44681	FALSE
""	palmitoylcholine			""			""			""		Lipid	Fatty Acid Metabolism (Acyl Choline)	palmitoylcholine	100009233	52944	FALSE
HMDB00210	pantothenate			""			""			""		Cofactors and Vitamins	Pantothenate and CoA Metabolism	pantothenate	1024	1508	FALSE
HMDB01860	paraxanthine			""			""			""		Xenobiotics	Xanthine Metabolism	paraxanthine	100000453	18254	FALSE
HMDB00826	pentadecanoate (15:0)			""			""			""		Lipid	Long Chain Fatty Acid	pentadecanoate (15:0)	980	1361	FALSE
HMDB59586	perfluorooctanesulfonate (PFOS)			""			""			""		Xenobiotics	Chemical	perfluorooctanesulfonate (PFOS)	100010955	57564	FALSE
HMDB59587	perfluorooctanoate (PFOA)*			""			""			""		Xenobiotics	Chemical	perfluorooctanoate (PFOA)*	100020208	62071	FALSE
HMDB14928	perindopril			""			""			""		Xenobiotics	Drug - Cardiovascular	perindopril	100006237	52372	FALSE
HMDB60014	phenol glucuronide			""			""			""		Amino Acid	Tyrosine Metabolism	phenol glucuronide	100006679	52747	FALSE
HMDB60015	phenol sulfate			""			""			""		Amino Acid	Tyrosine Metabolism	phenol sulfate	100001510	32553	FALSE
HMDB00209	phenylacetate			""			""			""		Amino Acid	Phenylalanine Metabolism	phenylacetate	100000011	57745	FALSE
""	phenylacetylcarnitine			""			""			""		Peptide	Acetylated Peptides	phenylacetylcarnitine	100006108	48425	FALSE
HMDB59772	phenylacetylglutamate			""			""			""		Peptide	Acetylated Peptides	phenylacetylglutamate	100009045	52925	FALSE
HMDB06344	phenylacetylglutamine			""			""			""		Peptide	Acetylated Peptides	phenylacetylglutamine	100001417	35126	FALSE
HMDB00159	phenylalanine			""			""			""		Amino Acid	Phenylalanine Metabolism	phenylalanine	460	64	FALSE
HMDB28995	phenylalanylglycine			""			""			""		Peptide	Dipeptide	phenylalanylglycine	100003588	41370	FALSE
HMDB00779	phenyllactate (PLA)			""			""			""		Amino Acid	Phenylalanine Metabolism	phenyllactate (PLA)	100000774	22130	FALSE
HMDB00205	phenylpyruvate			""			""			""		Amino Acid	Phenylalanine Metabolism	phenylpyruvate	241	566	FALSE
HMDB01429	phosphate			""			""			""		Energy	Oxidative Phosphorylation	phosphate	461	42109	FALSE
HMDB00224	phosphoethanolamine			""			""			""		Lipid	Phospholipid Metabolism	phosphoethanolamine	1026	1600	FALSE
HMDB00801	phytanate			""			""			""		Xenobiotics	Food Component/Plant	phytanate	466	598	FALSE
HMDB00857	pimelate (C7-DC)			""			""			""		Lipid	Fatty Acid, Dicarboxylate	pimelate (C7-DC)	100000101	15704	FALSE
HMDB15264	pioglitazone			""			""			""		Xenobiotics	Drug - Metabolic	pioglitazone	100001317	33139	FALSE
HMDB00070	pipecolate			""			""			""		Amino Acid	Lysine Metabolism	pipecolate	1025	1444	FALSE
HMDB29377	piperine			""			""			""		Xenobiotics	Food Component/Plant	piperine	100001267	33935	FALSE
""	pregabalin			""			""			""		Xenobiotics	Drug - Neurological	pregabalin	100008943	52913	FALSE
HMDB10318	pregnanediol-3-glucuronide			""			""			""		Lipid	Progestin Steroids	pregnanediol-3-glucuronide	100003470	40708	FALSE
""	pregnenediol disulfate (C21H34O8S2)*			""			""			""		Lipid	Pregnenolone Steroids	pregnenediol disulfate (C21H34O8S2)*	100001993	32562	FALSE
""	pregnenediol sulfate (C21H34O5S)*			""			""			""		Lipid	Pregnenolone Steroids	pregnenediol sulfate (C21H34O5S)*	100002067	32619	FALSE
HMDB00774	pregnenolone sulfate			""			""			""		Lipid	Pregnenolone Steroids	pregnenolone sulfate	100002129	38170	FALSE
HMDB00795	pristanate			""			""			""		Lipid	Fatty Acid, Branched	pristanate	477	38271	FALSE
HMDB06695	pro-hydroxy-pro			""			""			""		Amino Acid	Urea cycle; Arginine and Proline Metabolism	pro-hydroxy-pro	100001167	35127	FALSE
HMDB00162	proline			""			""			""		Amino Acid	Urea cycle; Arginine and Proline Metabolism	proline	480	1898	FALSE
HMDB11178	prolylglycine			""			""			""		Peptide	Dipeptide	prolylglycine	100003674	40703	FALSE
HMDB00824	propionylcarnitine (C3)			""			""			""		Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	propionylcarnitine (C3)	100001162	32452	FALSE
HMDB00783	propionylglycine			""			""			""		Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	propionylglycine	100001150	31932	FALSE
HMDB32574	propyl 4-hydroxybenzoate			""			""			""		Xenobiotics	Benzoate Metabolism	propyl 4-hydroxybenzoate	100006205	48480	FALSE
""	propyl 4-hydroxybenzoate sulfate			""			""			""		Xenobiotics	Benzoate Metabolism	propyl 4-hydroxybenzoate sulfate	100006264	48460	FALSE
HMDB00767	pseudouridine			""			""			""		Nucleotide	Pyrimidine Metabolism, Uracil containing	pseudouridine	821	33442	FALSE
HMDB00017	pyridoxate			""			""			""		Cofactors and Vitamins	Vitamin B6 Metabolism	pyridoxate	100001121	31555	FALSE
""	pyroglutamine*			""			""			""		Amino Acid	Glutamate Metabolism	pyroglutamine*	100001540	46225	FALSE
HMDB33143	pyrraline			""			""			""		Xenobiotics	Food Component/Plant	pyrraline	100001767	48428	FALSE
HMDB00243	pyruvate			""			""			""		Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	pyruvate	823	48990	FALSE
HMDB03072	quinate			""			""			""		Xenobiotics	Food Component/Plant	quinate	100000442	18335	FALSE
""	quinine			""			""			""		Xenobiotics	Drug - Antibiotic	quinine	100002968	39767	FALSE
HMDB00232	quinolinate			""			""			""		Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	quinolinate	182	1899	FALSE
HMDB01930	ranitidine			""			""			""		Xenobiotics	Drug - Gastrointestinal	ranitidine	100002735	38595	FALSE
""	ranitidine N-oxide*			""			""			""		Xenobiotics	Drug - Gastrointestinal	ranitidine N-oxide*	100020810	62485	FALSE
HMDB01358	retinal			""			""			""		Cofactors and Vitamins	Vitamin A Metabolism	retinal	100004088	40807	FALSE
HMDB00305	retinol (Vitamin A)			""			""			""		Cofactors and Vitamins	Vitamin A Metabolism	retinol (Vitamin A)	498	1806	FALSE
HMDB00508	ribitol			""			""			""		Carbohydrate	Pentose Metabolism	ribitol	100000406	15772	FALSE
HMDB00244	riboflavin (Vitamin B2)			""			""			""		Cofactors and Vitamins	Riboflavin Metabolism	riboflavin (Vitamin B2)	500	1827	FALSE
HMDB00867	ribonate			""			""			""		Carbohydrate	Pentose Metabolism	ribonate	100001007	27731	FALSE
""	ribulonate/xylulonate*			""			""			""		Carbohydrate	Pentose Metabolism	ribulonate/xylulonate*	100019968	61858	FALSE
""	rivaroxaban			""			""			""		Xenobiotics	Drug - Cardiovascular	rivaroxaban	100008950	52958	FALSE
HMDB01301	S-1-pyrroline-5-carboxylate			""			""			""		Amino Acid	Glutamate Metabolism	S-1-pyrroline-5-carboxylate	35	42370	FALSE
